Naam,Pesar,Dokhtar,Rate
گل آويز,,1,بسيار نادر
گل آيين,,1,بسيار نادر
گل بالا,1,,بسيار نادر
گل پر,,1,معمولي
گل پرست,,1,بسيار نادر
گل پري,,1,معمولي
گل پناه,,1,بسيار نادر
گل پيكر,,1,بسيار نادر
گل تاج,,1,بسيار نادر
گل تن,,1,بسيار نادر
گل جهان,,1,بسيار نادر
گل خند,,1,بسيار نادر
گل دانه,,1,بسيار نادر
گل دخت,,1,بسيار نادر
گل دوست,,1,بسيار نادر
گل ربا,,1,بسيار نادر
گل سيما,,1,بسيار نادر
گل شاد,,1,بسيار نادر
گل گونه,,1,بسيار نادر
گل نسا,,1,بسيار نادر
گل وش,,1,بسيار نادر
گلاب,,1,معمولي
گلابتون,,1,معمولي
گلاره,,1,معمولي
گلاسا,,1,بسيار نادر
گلال,,1,بسيار نادر
گلالان,1,1,بسيار نادر
گلاله,,1,بسيار نادر
گلاويژ,,1,بسيار نادر
گلايل,,1,معمولي
گلايول,,1,معمولي
گلايون,,1,بسيار نادر
گلباد,1,1,بسيار نادر
گلباران,,1,بسيار نادر
گلباش,,1,بسيار نادر
گلبان,,1,بسيار نادر
گلبانو,,1,معمولي
گلبر,,1,بسيار نادر
گلبرگ,,1,معمولي
گلبن,,1,بسيار نادر
گلبو,1,1,بسيار نادر
گلبوته,,1,بسيار نادر
گلبهار,,1,معمولي
گلبيز,,1,بسيار نادر
گلپاد,,1,بسيار نادر
گلپونه,,1,بسيار نادر
گلچهر,,1,بسيار نادر
گلچهره,,1,معمولي
گلچين,,1,بسيار نادر
گلدسته,,1,بسيار نادر
گلديس,,1,بسيار نادر
گلرخ,,1,معمولي
گلرخسار,,1,بسيار نادر
گلرنگ,,1,بسيار نادر
گلرو,,1,بسيار نادر
گلروي,,1,بسيار نادر
گلريز,,1,معمولي
گلزاد,,1,معمولي
گلزار,,1,معمولي
گلسا,,1,بسيار نادر
گلسان,,1,بسيار نادر
گلستان,,1,بسيار نادر
گلستانه,,1,معمولي
گلسر,,1,بسيار نادر
گلسو,,1,بسيار نادر
گلشا,,1,بسيار نادر
گلشاه,1,,بسيار نادر
گلشن,,1,بسيار نادر
گلشهر,,1,بسيار نادر
گلشيد,,1,بسيار نادر
گلعذار,,1,بسيار نادر
گلفام,,1,بسيار نادر
گلفشان,,1,بسيار نادر
گلگله,1,,بسيار نادر
گلگون,,1,بسيار نادر
گلنار,,1,معمولي
گلناز,,1,معمولي
گلنام,,1,بسيار نادر
گلندام,,1,بسيار نادر
گلنواز,,1,بسيار نادر
گلنوش,,1,بسيار نادر
گلوريا,,1,بسيار نادر
گلي,,1,بسيار نادر
گلي ناز,,1,بسيار نادر
گليا,,1,معمولي
گليار,,1,معمولي
گلين,,1,بسيار نادر
گندم,,1,معمولي
گندمك,,1,بسيار نادر
گوارا,1,,بسيار نادر
گودرز,1,,معمولي
گورنگ,1,,بسيار نادر
گوزل,1,,معمولي
گوشيار,1,,معمولي
گوطلا,,1,بسيار نادر
گولي,,1,بسيار نادر
گوهر,,1,بسيار نادر
گوهرافروز,,1,بسيار نادر
گوهرآرا,,1,بسيار نادر
گوهربانو,,1,بسيار نادر
گوهرتاب,,1,بسيار نادر
گوهرتاج,,1,معمولي
گوهرتاش,,1,معمولي
گوهرچهر,,1,بسيار نادر
گوهردخت,,1,بسيار نادر
گوهرزاد,,1,معمولي
گوهرسان,,1,بسيار نادر
گوهرشاد,,1,معمولي
گوهرشيد,,1,معمولي
گوهرفشان,,1,بسيار نادر
گوهرملك,,1,بسيار نادر
گوهرناز,,1,معمولي
گوهرنگار,,1,بسيار نادر
گوهره,,1,معمولي
گوهرين,,1,بسيار نادر
گهار,1,,بسيار نادر
گهر,,1,بسيار نادر
گهربانو,,1,معمولي
گهرچهر,,1,معمولي
گهردخت,,1,بسيار نادر
گهرناز,,1,بسيار نادر
گهرنگار,,1,بسيار نادر
گيتا,,1,معمولي
گيتي,,1,معمولي
گيتي ناز,,1,معمولي
گيسو,,1,معمولي
گيسيا,,1,بسيار نادر
گيل,1,,بسيار نادر
گيلار,,1,معمولي
گيلاكو,,1,بسيار نادر
گيلانا,,1,بسيار نادر
گيلدا,,1,بسيار نادر
گيلنار,,1,معمولي
گيلو,1,,بسيار نادر
گيلوا,,1,بسيار نادر
گيو,1,,بسيار نادر
گيهان,,1,بسيار نادر
لَچَك,,1,بسيار نادر
لابان,1,,بسيار نادر
لاچين,,1,بسيار نادر
لادبن,,1,بسيار نادر
لادن,,1,بسيار نادر
لار,1,1,بسيار نادر
لارما,1,1,بسيار نادر
لاريسا,,1,بسيار نادر
لاله,,1,معمولي
لاله چهر,,1,بسيار نادر
لاله دخت,,1,بسيار نادر
لاله رخ,,1,بسيار نادر
لاله رخسار,,1,بسيار نادر
لاله رو,,1,بسيار نادر
لاله زار,,1,بسيار نادر
لاله گون,,1,بسيار نادر
لاله وش,,1,بسيار نادر
لاميا,,1,بسيار نادر
لاوان,1,,بسيار نادر
لاون,,1,بسيار نادر
لاوين,1,,بسيار نادر
لايه,,1,بسيار نادر
لبخند,,1,معمولي
لبخنده,,1,بسيار نادر
لبيب,1,,بسيار نادر
لبينا,,1,بسيار نادر
لتكا,,1,بسيار نادر
لسان الدين,1,,معمولي
لطف الدين,1,,معمولي
لطف الله,1,,معمولي
لطفعلي,1,,معمولي
لطيف,1,,بسيار نادر
لطيفه,,1,معمولي
لعبت,,1,معمولي
لعل,,1,بسيار نادر
لعيا,,1,معمولي
لقمان,1,,معمولي
لميا,,1,بسيار نادر
لميس,,1,بسيار نادر
لنا,1,,معمولي
لنبك,1,,بسيار نادر
لنيا,,1,بسيار نادر
لواده,1,,بسيار نادر
لورا,,1,معمولي
لهاك,1,,بسيار نادر
لهراسب,1,,معمولي
لهراسپ,1,,معمولي
لؤلؤ,,1,معمولي
ليا,,1,بسيار نادر
ليالي,,1,معمولي
ليان,,1,معمولي
ليبرا,1,1,بسيار نادر
ليبه,,1,بسيار نادر
ليث,1,,معمولي
ليدا,,1,معمولي
ليزا,,1,معمولي
ليسا,,1,بسيار نادر
ليلا,,1,پركاربرد
ليلي,,1,معمولي
ليليا,1,1,معمولي
ليليان,,1,بسيار نادر
ليمو,,1,بسيار نادر
لينا,,1,معمولي
ليندا,,1,معمولي
ليو,,1,بسيار نادر
ليوه,1,,بسيار نادر
لئا,,1,بسيار نادر
مَشيانه,,1,بسيار نادر
مِهراب,1,,بسيار نادر
ماتيار,1,,بسيار نادر
ماتيسا,,1,بسيار نادر
ماتيكان,1,,بسيار نادر
ماتينا,,1,بسيار نادر
ماجان,,1,بسيار نادر
ماجد,1,,بسيار نادر
ماجده,,1,معمولي
ماحوز,1,,بسيار نادر
ماخ,1,,بسيار نادر
ماديا,,1,معمولي
ماديس,1,,بسيار نادر
ماراسپند,1,,بسيار نادر
ماراسفند,1,,بسيار نادر
مارال,,1,معمولي
مارتا,,1,بسيار نادر
مارتيك,1,,بسيار نادر
مارتين,1,,بسيار نادر
ماردين,1,,بسيار نادر
مارگاريتا,,1,بسيار نادر
مارگريت,,1,بسيار نادر
مارلين,,1,معمولي
ماروسپند,1,,بسيار نادر
ماري,,1,بسيار نادر
ماريا,,1,معمولي
ماريان,,1,معمولي
مارينا,,1,بسيار نادر
ماريه,,1,بسيار نادر
مازار,1,,بسيار نادر
مازنه,1,,بسيار نادر
مازيار,1,,معمولي
ماسا,,1,بسيار نادر
ماسيس,1,1,بسيار نادر
ماشاءالله,1,,معمولي
ماشگانا,,1,بسيار نادر
ماكان,1,,بسيار نادر
ماگنوليا,,1,معمولي
مالك,1,,معمولي
مالكه,,1,بسيار نادر
مامك,,1,بسيار نادر
مامو,,1,بسيار نادر
ماميثا,,1,بسيار نادر
مانا,1,1,معمولي
ماناسه,1,,بسيار نادر
ماناي,1,,بسيار نادر
مانترَه,,1,بسيار نادر
مانترا,,1,معمولي
ماندا,1,,معمولي
ماندان,,1,بسيار نادر
ماندانا,,1,معمولي
ماندگار,1,,معمولي
ماندوي,,1,بسيار نادر
مانك,,1,بسيار نادر
مانگ,,1,بسيار نادر
مانلي,1,1,بسيار نادر
مانند,,1,بسيار نادر
مانوش,1,,معمولي
مانوشا,,1,معمولي
مانوشاك,,1,بسيار نادر
مانه,,1,معمولي
ماني,1,1,پركاربرد
مانيا,1,1,معمولي
مانيان,,1,بسيار نادر
مانيوك,,1,بسيار نادر
ماورد,,1,بسيار نادر
ماونداد,1,,بسيار نادر
ماه آذر,1,1,بسيار نادر
ماه آفريد,,1,بسيار نادر
ماه آفرين,,1,بسيار نادر
ماه بانو,,1,معمولي
ماه برزين,1,,بسيار نادر
ماه بنداد,1,,بسيار نادر
ماه به,,1,بسيار نادر
ماه بي بي,,1,بسيار نادر
ماه پرن,,1,معمولي
ماه پري,,1,معمولي
ماه پيكر,,1,بسيار نادر
ماه تابان,,1,بسيار نادر
ماه جبين,,1,بسيار نادر
ماه جهان,,1,بسيار نادر
ماه چهره,,1,بسيار نادر
ماه خاتون,,1,بسيار نادر
ماه خانم,,1,بسيار نادر
ماه خداي,,1,بسيار نادر
ماه رخسار,,1,بسيار نادر
ماه روي,,1,بسيار نادر
ماه زيور,,1,بسيار نادر
ماه سيما,,1,معمولي
ماه شاد,,1,بسيار نادر
ماه شيد,,1,بسيار نادر
ماه صنم,,1,بسيار نادر
ماه طلعت,,1,بسيار نادر
ماه فرزين,1,,بسيار نادر
ماه گشسپ,1,,بسيار نادر
ماه لقا,,1,معمولي
ماه منظر,,1,معمولي
ماه منير,,1,معمولي
ماه مهر,1,,بسيار نادر
ماه نسا,,1,بسيار نادر
ماهان,1,,پركاربرد
ماهانداد,1,,بسيار نادر
ماهانه,,1,بسيار نادر
ماهايا,,1,بسيار نادر
ماهبد,,1,بسيار نادر
ماهپاره,,1,بسيار نادر
ماهتا,,1,بسيار نادر
ماهتاب,,1,معمولي
ماهتاج,,1,معمولي
ماهتيسا,,1,بسيار نادر
ماهچهر,,1,معمولي
ماهد,1,,بسيار نادر
ماهداد,1,,معمولي
ماهدخت,,1,بسيار نادر
ماهديس,,1,معمولي
ماهر,1,,بسيار نادر
ماهرخ,,1,معمولي
ماهرو,,1,معمولي
ماهزاد,,1,معمولي
ماهك,,1,بسيار نادر
ماهكان,,1,بسيار نادر
ماهگل,,1,معمولي
ماهناز,,1,معمولي
ماهناك,,1,بسيار نادر
ماهنوش,,1,معمولي
ماهني,,1,بسيار نادر
ماهو,1,,بسيار نادر
ماهوار,1,1,بسيار نادر
ماهور,,1,بسيار نادر
ماهوش,,1,معمولي
ماهونداد,1,,بسيار نادر
ماهويه,,1,بسيار نادر
ماهي,,1,معمولي
ماهيار,1,,بسيار نادر
ماهين,,1,بسيار نادر
مايا,,1,معمولي
مائده,,1,پركاربرد
مأمون,1,,بسيار نادر
مبارزالدين,1,,بسيار نادر
مبارك,1,,معمولي
مباركه,,1,معمولي
مبين,1,,پركاربرد
مبينا,,1,پركاربرد
متي,1,,بسيار نادر
متين,1,,پركاربرد
متينه,,1,معمولي
مجتبي,1,,پركاربرد
مجد,1,,معمولي
مجدالدين,1,,معمولي
مجدود,1,,بسيار نادر
مجذوب,,1,بسيار نادر
مجيد,1,,معمولي
مجير,1,,معمولي
مجيرالدين,1,,بسيار نادر
محب الدين,1,,معمولي
محبت,,1,معمولي
محبوب,,1,معمولي
محبوبه,,1,معمولي
محترم,,1,معمولي
محتشم,1,,معمولي
محدث,1,,معمولي
محدثه,,1,پركاربرد
محراب,1,,معمولي
محرم,1,,معمولي
محسن,1,,پركاربرد
محسنه,,1,معمولي
محمد,1,,پركاربرد
محمد صالح,1,,معمولي
محمد كيا,1,,معمولي
محمد هادي,1,,معمولي
محمدامين,1,,پركاربرد
محمدآئين,1,,معمولي
محمدپارسا,1,,پركاربرد
محمدجواد,1,,پركاربرد
محمدحسين,1,,پركاربرد
محمدرضا,1,,پركاربرد
محمدطاها,1,,پركاربرد
محمدعباس,1,,معمولي
محمدعلي,1,,پركاربرد
محمدمتين,1,,پركاربرد
محمدمهدي,1,,پركاربرد
محمديار,1,,معمولي
محمدياسين,1,,پركاربرد
محمود,1,,معمولي
محنا,,1,معمولي
محي الدين,1,,معمولي
محيا,,1,پركاربرد
محيصا,,1,معمولي
محيط,1,,معمولي
محيي,1,,معمولي
مختار,1,,معمولي
مخمل,,1,معمولي
مدريك,1,,بسيار نادر
مديا,,1,بسيار نادر
مديسه,,1,معمولي
مدينه,,1,معمولي
مديوماه,1,,بسيار نادر
مراد,1,,معمولي
مرتضي,1,,پركاربرد
مرجان,,1,معمولي
مرجانه,,1,بسيار نادر
مرجون,,1,بسيار نادر
مرحان,,1,بسيار نادر
مرحمت,,1,معمولي
مرداس,1,,بسيار نادر
مردافكن,1,,بسيار نادر
مردان شه,1,,بسيار نادر
مرداويج,1,,بسيار نادر
مردآوند,,1,بسيار نادر
مردو,1,,بسيار نادر
مرسا,1,,معمولي
مرسده,,1,معمولي
مرسل,1,,معمولي
مرسيا,,1,معمولي
مرشد,1,,معمولي
مرصاد,1,,معمولي
مرصع,,1,معمولي
مرضيه,,1,پركاربرد
مرمر,,1,معمولي
مرمرين,,1,بسيار نادر
مروا,,1,معمولي
مرواريد,,1,معمولي
مروان,1,,بسيار نادر
مروانه,,1,بسيار نادر
مريس,,1,بسيار نادر
مريم,,1,پركاربرد
مزدا,1,,بسيار نادر
مزدك,1,,بسيار نادر
مژان,,1,بسيار نادر
مژده,,1,بسيار نادر
مژگان,,1,بسيار نادر
مسباد,1,,بسيار نادر
مستانه,,1,بسيار نادر
مستوره,,1,معمولي
مسرور,1,1,معمولي
مسعود,1,,معمولي
مسلم,1,,معمولي
مسلمه,,1,معمولي
مسيب,1,,معمولي
مسيح,1,,معمولي
مسيحا,1,1,معمولي
مشتاق,1,,معمولي
مشرف,1,,معمولي
مشرف الدين,1,,معمولي
مشك,,1,معمولي
مشكات,1,1,معمولي
مشكان,1,,معمولي
مشكاه,,1,معمولي
مشكدانه,,1,بسيار نادر
مشكناز,,1,معمولي
مشكنك,,1,بسيار نادر
مشكين,,1,معمولي
مشهود,1,,معمولي
مشهور,1,,معمولي
مشي,1,,بسيار نادر
مشيا,1,,معمولي
مشيت,1,,بسيار نادر
مشيد,1,,بسيار نادر
مشير,1,,معمولي
مشيرالدين,1,,معمولي
مشيما,,1,بسيار نادر
مصباح,1,,معمولي
مصطفي,1,,پركاربرد
مصفا,1,,معمولي
مصلح,1,,معمولي
مصلح الدين,1,,معمولي
مصيب,1,,معمولي
مطهر,1,,معمولي
مطهره,,1,معمولي
مطيب,1,,معمولي
مطيع الله,1,,معمولي
مظاهر,1,,معمولي
مظفر,1,,معمولي
مظفرالدين,1,,معمولي
مظفرعلي,1,,معمولي
مظهر,1,,معمولي
معاد,1,,بسيار نادر
معتصم,1,,معمولي
معتضد,1,,معمولي
معتقد,1,,معمولي
معتمد,1,,معمولي
معراج,1,,معمولي
معزالدين,1,,معمولي
معصوم,1,1,معمولي
معصومه,,1,پركاربرد
معطي,1,,معمولي
معظمه,,1,معمولي
معمر,1,,بسيار نادر
معيد,1,,بسيار نادر
معين,1,,معمولي
معين الدين,1,,بسيار نادر
مقبل,1,,بسيار نادر
مقبله,,1,بسيار نادر
مقتدر,1,,معمولي
مقداد,1,,معمولي
مقدسه,,1,معمولي
مقصد,1,,بسيار نادر
مقصود,1,,معمولي
مقصوده,,1,معمولي
مقيما,1,,بسيار نادر
مكابيز,1,,بسيار نادر
مكرمه,,1,معمولي
مكينا,,1,معمولي
مكيناس,,1,بسيار نادر
مكيه,,1,معمولي
مگابيز,1,,بسيار نادر
ملاحت,,1,معمولي
ملك,,1,معمولي
ملك بانو,,1,معمولي
ملك تاج,,1,بسيار نادر
ملك ناز,,1,معمولي
ملكا,1,,معمولي
ملكان,1,,بسيار نادر
ملكه,,1,بسيار نادر
ملورين,,1,معمولي
ملوس,,1,بسيار نادر
ملوك,,1,بسيار نادر
مليحه,,1,معمولي
مليسا,,1,معمولي
مليكا,,1,پركاربرد
مليكه,,1,معمولي
مليله,,1,معمولي
ملينا,,1,معمولي
منا,,1,معمولي
منال,,1,معمولي
منجوق,,1,بسيار نادر
منجيك,1,,بسيار نادر
مندا,1,,بسيار نادر
مندي,1,,بسيار نادر
منذر,1,,معمولي
منشور,1,,بسيار نادر
منصور,1,,معمولي
منصوره,,1,معمولي
منظر,,1,بسيار نادر
منوچهر,1,,معمولي
منوره,,1,معمولي
منوش,1,,معمولي
منوشان,1,,بسيار نادر
منوشچهر,1,,بسيار نادر
منوشفر,1,,بسيار نادر
منير,,1,معمولي
منيره,,1,معمولي
منيژه,,1,معمولي
مورد,,1,بسيار نادر
موژان,,1,معمولي
موسي,1,,معمولي
موشا,1,,بسيار نادر
موكا,,1,بسيار نادر
مولود,,1,بسيار نادر
مونا,,1,معمولي
مونجوق,,1,بسيار نادر
مونس,,1,معمولي
مونيكا,,1,معمولي
مويز,1,,بسيار نادر
مه پاره,,1,معمولي
مه پيكر,,1,بسيار نادر
مه جبين,,1,بسيار نادر
مه زاد,1,1,بسيار نادر
مه سيما,,1,معمولي
مه فروز,,1,بسيار نادر
مه فروغ,,1,معمولي
مه گل,,1,معمولي
مه لقا,,1,معمولي
مه ياس,,1,بسيار نادر
مها,,1,معمولي
مهابت,1,,بسيار نادر
مهام,1,,بسيار نادر
مهان,1,,بسيار نادر
مهبا,,1,بسيار نادر
مهباد,1,,بسيار نادر
مهبان,,1,بسيار نادر
مهبد,1,,معمولي
مهبود,1,,معمولي
مهتا,,1,معمولي
مهتاب,,1,معمولي
مهتاج,,1,معمولي
مهترا,,1,بسيار نادر
مهدا,,1,بسيار نادر
مهداد,1,,معمولي
مهدخت,,1,بسيار نادر
مهدي,1,,پركاربرد
مهديا,,1,معمولي
مهديار,1,,معمولي
مهديس,,1,پركاربرد
مهديسا,,1,معمولي
مهديسه,1,1,معمولي
مهديه,,1,پركاربرد
مهذب الدين,1,,بسيار نادر
مهر,,1,معمولي
مهر آريا,,1,بسيار نادر
مهر آئين,,1,بسيار نادر
مهر رخسار,,1,بسيار نادر
مهرا,,1,بسيار نادر
مهراج,1,,بسيار نادر
مهراد,1,,بسيار نادر
مهراز,1,,بسيار نادر
مهراس,1,,بسيار نادر
مهراسا,,1,بسيار نادر
مهراسپند,1,,بسيار نادر
مهرافروز,,1,بسيار نادر
مهرافزا,,1,بسيار نادر
مهرافزون,,1,بسيار نادر
مهرافشان,,1,بسيار نادر
مهرام,1,,معمولي
مهران,1,,پركاربرد
مهران ستاد,1,,بسيار نادر
مهرانا,,1,معمولي
مهرانديش,,1,معمولي
مهرانگيز,,1,معمولي
مهرانه,,1,بسيار نادر
مهراوه,,1,معمولي
مهرآذر,,1,بسيار نادر
مهرآذين,,1,بسيار نادر
مهرآزاد,1,,بسيار نادر
مهرآسا,,1,بسيار نادر
مهرآفريد,,1,بسيار نادر
مهرآگين,,1,بسيار نادر
مهرآميز,,1,بسيار نادر
مهرآور,,1,بسيار نادر
مهربُرزين,1,,بسيار نادر
مهربان,1,1,معمولي
مهربانو,,1,معمولي
مهربد,1,,معمولي
مهربنداد,1,,بسيار نادر
مهرپرور,1,,معمولي
مهرپوي,1,,بسيار نادر
مهرپويا,1,,بسيار نادر
مهرپيكر,1,,بسيار نادر
مهرتا,,1,بسيار نادر
مهرتاب,,1,معمولي
مهرتاش,1,,معمولي
مهرجو,1,,بسيار نادر
مهرچهر,,1,بسيار نادر
مهرچين,,1,بسيار نادر
مهرخ,,1,معمولي
مهرداد,1,,بسيار نادر
مهردار,1,,بسيار نادر
مهردخت,,1,بسيار نادر
مهرديس,,1,معمولي
مهرزاد,1,1,بسيار نادر
مهرسا,,1,بسيار نادر
مهرسام,1,,بسيار نادر
مهرشاد,1,,معمولي
مهرشيد,,1,معمولي
مهرك,1,1,بسيار نادر
مهركيش,,1,بسيار نادر
مهرگان,1,1,بسيار نادر
مهرگل,,1,بسيار نادر
مهرمَس,1,,بسيار نادر
مهرماه,1,,بسيار نادر
مهرمنير,,1,بسيار نادر
مهرناز,,1,معمولي
مهرنرسه,1,,بسيار نادر
مهرنسا,,1,بسيار نادر
مهرنگ,1,1,بسيار نادر
مهرنگار,,1,بسيار نادر
مهرنواز,,1,معمولي
مهرنوش,1,1,معمولي
مهرنيا,1,,بسيار نادر
مهرو,,1,معمولي
مهروز,,1,معمولي
مهروش,,1,معمولي
مهروي,,1,معمولي
مهري,,1,بسيار نادر
مهرياد,1,,بسيار نادر
مهريار,1,,معمولي
مهريز,,1,بسيار نادر
مهريماه,,1,بسيار نادر
مهرين,1,1,بسيار نادر
مهزيار,1,,معمولي
مهسا,,1,پركاربرد
مهسان,,1,معمولي
مهسانه,,1,بسيار نادر
مهست,1,,بسيار نادر
مهستا,,1,معمولي
مهستي,,1,معمولي
مهشاد,,1,معمولي
مهشيد,,1,پركاربرد
مهفام,,1,بسيار نادر
مهكامه,,1,معمولي
مهكيا,1,1,معمولي
مهلا,,1,پركاربرد
مهنا,,1,معمولي
مهناز,,1,معمولي
مهنام,1,,معمولي
مهند,1,,معمولي
مهنور,,1,بسيار نادر
مهنوش,,1,معمولي
مهنيا,,1,معمولي
مهوش,,1,معمولي
مهيا,,1,معمولي
مهياد,1,,بسيار نادر
مهيار,1,,معمولي
مهياره,,1,بسيار نادر
مهيتا,,1,بسيار نادر
مهيره,,1,بسيار نادر
مهيمنه,,1,بسيار نادر
مهين,,1,معمولي
مهين دخت,,1,معمولي
ميترا,,1,معمولي
ميثاق,1,,معمولي
ميثم,1,,معمولي
ميچكا,,1,معمولي
ميحاد,1,,بسيار نادر
ميخائيل,1,,بسيار نادر
ميخك,,1,بسيار نادر
ميران,1,,بسيار نادر
ميرانه,,1,بسيار نادر
ميرتو,,1,بسيار نادر
ميرو,1,,بسيار نادر
ميريام,,1,بسيار نادر
ميرين,1,,بسيار نادر
ميسا,,1,معمولي
ميسان,,1,بسيار نادر
ميشا,1,1,بسيار نادر
ميشان,1,,بسيار نادر
ميشانه,,1,بسيار نادر
ميشكا,,1,معمولي
ميشواك,1,,بسيار نادر
ميشه,1,,بسيار نادر
ميشي,,1,بسيار نادر
ميعاد,1,,معمولي
ميكاييل,1,,معمولي
ميكائيل,1,,معمولي
ميكسا,1,,بسيار نادر
ميگل,,1,بسيار نادر
ميلا,,1,بسيار نادر
ميلاد,1,,پركاربرد
ميلان,1,,بسيار نادر
ميلانا,,1,معمولي
ميمنت,,1,معمولي
مينا,,1,پركاربرد
ميناز,,1,معمولي
مينو,,1,معمولي
مينوچهر,,1,معمولي
مينورام,,1,بسيار نادر
مينورخ,,1,بسيار نادر
مينوزاد,,1,بسيار نادر
مينوس,1,,بسيار نادر
مينوسرشت,,1,بسيار نادر
مينوش,,1,معمولي
مينووش,,1,بسيار نادر
ميهن,,1,بسيار نادر
ميهن بانو,,1,بسيار نادر
ميهن تاج,,1,بسيار نادر
ميهن دخت,,1,بسيار نادر
ميهن يار,1,,بسيار نادر
نَستور,1,,بسيار نادر
ناتاشا,,1,معمولي
نادر,1,,معمولي
نادره,,1,معمولي
نادره گفتار,,1,بسيار نادر
نادعلي,1,,بسيار نادر
نادي,,1,معمولي
ناديا,,1,معمولي
نادين,1,1,معمولي
نادينوس,1,,بسيار نادر
ناديه,,1,معمولي
ناراين,,1,بسيار نادر
ناربن,,1,معمولي
ناردانا,,1,بسيار نادر
ناردانه,,1,بسيار نادر
ناردخت,,1,بسيار نادر
نارديس,,1,معمولي
نارسيس,,1,معمولي
نارگل,,1,بسيار نادر
نارگون,,1,بسيار نادر
نارملا,,1,بسيار نادر
نارميلا,,1,معمولي
نارنج,,1,معمولي
نارو,,1,بسيار نادر
نارون,1,1,معمولي
ناريا,,1,معمولي
ناريكا,,1,بسيار نادر
نارين,,1,معمولي
نارينا,,1,معمولي
نارينه,,1,بسيار نادر
ناريه,,1,معمولي
ناز,,1,معمولي
نازان,,1,بسيار نادر
نازانتا,,1,بسيار نادر
نازآفريد,,1,بسيار نادر
نازآفرين,,1,بسيار نادر
نازبانو,,1,بسيار نادر
نازبو,,1,بسيار نادر
نازپرور,,1,معمولي
نازپري,,1,معمولي
نازجهان,,1,بسيار نادر
نازخاتون,,1,معمولي
نازدانه,,1,معمولي
نازدخت,,1,بسيار نادر
نازدلبر,,1,بسيار نادر
نازرخ,,1,معمولي
نازك,,1,بسيار نادر
نازگل,,1,معمولي
نازگوهر,,1,بسيار نادر
نازگيتي,,1,بسيار نادر
نازلي,,1,معمولي
نازمهر,,1,بسيار نادر
نازنوش,,1,بسيار نادر
نازنين,,1,پركاربرد
نازنين چهر,,1,بسيار نادر
نازنين زهرا,,1,پركاربرد
نازي,,1,بسيار نادر
نازياب,,1,بسيار نادر
نازيار,,1,بسيار نادر
نازيتا,,1,بسيار نادر
نازيك,,1,بسيار نادر
نازيلا,,1,معمولي
نازينه,,1,بسيار نادر
ناژين,,1,معمولي
ناشا,1,,معمولي
ناصح الدين,1,,بسيار نادر
ناصر,1,,معمولي
ناصرالدين,1,,بسيار نادر
ناضر,1,,بسيار نادر
ناظم,1,,معمولي
نافه,,1,معمولي
ناكتا,,1,بسيار نادر
نامجو,1,,معمولي
نامدار,1,,معمولي
نامور,1,,معمولي
نامي,1,,معمولي
نانا,,1,بسيار نادر
نانسي,,1,معمولي
نانيسا,,1,معمولي
ناوَرز,1,,بسيار نادر
ناوه,,1,بسيار نادر
ناهيد,,1,معمولي
ناهيرا,1,,بسيار نادر
نايب,1,,بسيار نادر
نايريكا,,1,بسيار نادر
نائله,,1,بسيار نادر
نائيريكا,,1,بسيار نادر
نبات,,1,معمولي
نبرزين,1,,بسيار نادر
نبوت,1,,بسيار نادر
نبي,1,,بسيار نادر
نجات,1,,معمولي
نجات الله,1,,معمولي
نجف,1,,بسيار نادر
نجلا,,1,معمولي
نجم,,1,معمولي
نجم الدين,1,,معمولي
نجمه,,1,معمولي
نجوا,,1,معمولي
نجيب,1,,معمولي
نجيب الدين,1,,معمولي
نجيبه,,1,معمولي
نخستين,,1,بسيار نادر
ندا,,1,پركاربرد
نديم,1,,بسيار نادر
نديمه,,1,معمولي
نرجس,,1,پركاربرد
نرجس خاتون,,1,معمولي
نرداگشسپ,1,,بسيار نادر
نرسا,,1,بسيار نادر
نرسي,1,,بسيار نادر
نرگس,,1,پركاربرد
نرمين,,1,بسيار نادر
نريمان,1,,معمولي
نزهت,1,1,بسيار نادر
نسا,,1,بسيار نادر
نساك,,1,بسيار نادر
نستار,1,,بسيار نادر
نستر,,1,بسيار نادر
نسترن,,1,پركاربرد
نستود,1,,بسيار نادر
نستوه,1,,معمولي
نستهين,1,,بسيار نادر
نسرين,,1,معمولي
نسرين مهر,,1,بسيار نادر
نسرين نوش,,1,بسيار نادر
نسيبه,,1,معمولي
نسيم,,1,معمولي
نشاط,1,,معمولي
نشميل,,1,بسيار نادر
نشواد,1,,بسيار نادر
نصر,1,,معمولي
نصرالدين,1,,بسيار نادر
نصرالله,1,,معمولي
نصرت,1,1,معمولي
نصرت الله,1,,معمولي
نصيبه,,1,معمولي
نصير,1,,معمولي
نصيرا,1,,معمولي
نصيرالدين,1,,معمولي
نضير,1,,بسيار نادر
نظاره,,1,بسيار نادر
نظام,1,,معمولي
نظام الدين,1,,معمولي
نظام الملك,1,,بسيار نادر
نظرعلي,1,,بسيار نادر
نعمان,1,,معمولي
نعمت,1,,معمولي
نعمت الله,1,,معمولي
نعنا,,1,بسيار نادر
نعناع,,1,بسيار نادر
نعيم,1,,معمولي
نعيم الدين,1,,معمولي
نعيما,1,,معمولي
نغمه,,1,معمولي
نفس,1,1,معمولي
نفيسا,,1,معمولي
نفيسه,,1,معمولي
نقدعلي,1,,بسيار نادر
نقره,,1,معمولي
نقي,1,,معمولي
نكوزاد,,1,معمولي
